Topic Code,Topic Name,Topic Description,Variable Code,Variable Name
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",78,623 Housekeeping and Related Services
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",79,624 Cleaning and Housekeeping Managers and Supervisors
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",80,625 Bed and Breakfast and Guest House Owners and Proprietors
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",81,631 Community and Civil Enforcement Occupations
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",82,711 Sales Assistants and Retail Cashiers
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",83,712 Sales Related Occupations
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",84,713 Shopkeepers and Sales Supervisors
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",85,721 Customer Service Occupations
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",86,722 Customer Service Supervisors
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",87,811 Process Operatives
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",88,812 Metal Working Machine Operatives
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",89,813 Plant and Machine Operatives
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",90,814 Assemblers and Routine Operatives
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",91,815 Construction Operatives
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",92,"816 Production, Factory and Assembly Supervisors"
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",93,821 Road Transport Drivers
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",94,822 Mobile Machine Drivers and Operatives
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",95,823 Other Drivers and Transport Operatives
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",96,911 Elementary Agricultural Occupations
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",97,912 Elementary Construction Occupations
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",98,913 Elementary Process Plant Occupations
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",99,921 Elementary Administration Occupations
OCCUPATION_CURRENT_3DIGIT,Occupation (Current),"The occupation classification of people who were in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Occupation is applicable to people aged 16 and over in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",100,922 Elementary Cleaning Occupations
OCCUPATION_FORMER_1DIGIT,Occupation (Former),"The occupation classification of people who were not in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Former occupation is applicable to people aged 16 and over not in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",1,"1 Managers, directors and senior officials"
OCCUPATION_FORMER_1DIGIT,Occupation (Former),"The occupation classification of people who were not in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Former occupation is applicable to people aged 16 and over not in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",2,2 Professional occupations
OCCUPATION_FORMER_1DIGIT,Occupation (Former),"The occupation classification of people who were not in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Former occupation is applicable to people aged 16 and over not in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",3,3 Associate professional and technical occupations
OCCUPATION_FORMER_1DIGIT,Occupation (Former),"The occupation classification of people who were not in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Former occupation is applicable to people aged 16 and over not in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",4,4 Administrative and secretarial occupations
OCCUPATION_FORMER_1DIGIT,Occupation (Former),"The occupation classification of people who were not in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Former occupation is applicable to people aged 16 and over not in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",5,5 Skilled trades occupations
OCCUPATION_FORMER_1DIGIT,Occupation (Former),"The occupation classification of people who were not in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Former occupation is applicable to people aged 16 and over not in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",6,"6 Caring, leisure and other service occupations"
OCCUPATION_FORMER_1DIGIT,Occupation (Former),"The occupation classification of people who were not in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Former occupation is applicable to people aged 16 and over not in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",7,7 Sales and customer service occupations
OCCUPATION_FORMER_1DIGIT,Occupation (Former),"The occupation classification of people who were not in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Former occupation is applicable to people aged 16 and over not in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",8,"8 Process, plant and machine operatives"
OCCUPATION_FORMER_1DIGIT,Occupation (Former),"The occupation classification of people who were not in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Former occupation is applicable to people aged 16 and over not in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",9,9 Elementary occupations
OCCUPATION_FORMER_1DIGIT,Occupation (Former),"The occupation classification of people who were not in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Former occupation is applicable to people aged 16 and over not in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",10,Never worked
OCCUPATION_FORMER_1DIGIT,Occupation (Former),"The occupation classification of people who were not in employment in the week before Census Day (21 March 2021). The Occupation classification is based on the Standard Occupation Classification 2020 (SOC2020). Former occupation is applicable to people aged 16 and over not in employment in the week before census (including economically active full-time students in employment). As such, this variable reports 'No code required' for the subset of the population where no response was expected.",-8,No code required
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000001,Belfast East
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000002,Belfast North
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000003,Belfast South
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000004,Belfast West
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000005,East Antrim
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000006,East Londonderry
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000007,Fermanagh And South Tyrone
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000008,Foyle
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000009,Lagan Valley
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000010,Mid Ulster
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000011,Newry And Armagh
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000012,North Antrim
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000013,North Down
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000014,South Antrim
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000015,South Down
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000016,Strangford
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000017,Upper Bann
PARLCON08,Parliamentary Constituency 2008,These 18 Parliamentary Constituencies (or Assembly Areas) are used to elect Northern Ireland Members of Parliament (MPs) to the House of Commons in Westminster and Members of the Legislative Assembly (MLAs) to the Northern Ireland Assembly. This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers,N06000018,West Tyrone
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000001,Belfast East
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000002,Belfast North
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000003,Belfast South and Mid Down
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000004,Belfast West
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000005,East Antrim
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000006,East Londonderry
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000007,Fermanagh and South Tyrone
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000008,Foyle
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000009,Lagan Valley
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000010,Mid Ulster
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000011,Newry and Armagh
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000012,North Antrim
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000013,North Down
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000014,South Antrim
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000015,South Down
PARLCON24,Parliamentary Constituency 2024,"In accordance with the Parliamentary Constituencies Act 2020, the Boundary Commission for Northern Ireland reviewed the 2008 Parliamentary Constituency boundaries, and submitted its final recommendations report on 27 June 2023. These new Parliamentary Constituencies (which NISRA has assigned a reference year of 2024) take effect at the time of the next UK general election.  This geography has been approximated by aggregating the Census 2021 Data Zones. More information on Census 2021 Data Zones and the aggregation method to produce statistics for higher-level geographies is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N05000016,Strangford
